Date,Time,Booking Status,Vehicle Type,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,Day,Time_of_Day,ride_status,payment_status
13-02-2024,01-01-1900 06:34,Completed,Go Sedan,8.6,42.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,187,45.78,4.6,4.5,UPI,Tuesday,Morning,Completed,Paid
19-12-2024,01-01-1900 22:52,Completed,Auto,15,25.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,166,7.81,3.8,4.2,UPI,Thursday,Evening,Completed,Paid
28-08-2024,01-01-1900 18:00,Completed,Premier Sedan,12.4,28.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,221,27.16,3.8,3.8,UPI,Wednesday,Evening,Completed,Paid
17-04-2024,01-01-1900 11:43,Completed,Go Mini,14.9,18.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,832,3.41,4.2,4.6,UPI,Wednesday,Morning,Completed,Paid
02-11-2024,01-01-1900 09:58,Completed,Go Sedan,11.5,27.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,855,24.18,4.3,4.8,UPI,Saturday,Morning,Completed,Paid
20-03-2024,01-01-1900 10:44,Completed,Premier Sedan,8.7,27.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,528,39.51,4,4.3,Uber Wallet,Wednesday,Morning,Completed,Paid
20-05-2024,01-01-1900 17:25,Completed,Auto,12.4,41.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,869,28.97,4.1,4.2,UPI,Monday,Afternoon,Completed,Paid
07-12-2024,01-01-1900 22:00,Completed,Go Mini,5.6,20.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,445,19.86,4.1,4.6,UPI,Saturday,Evening,Completed,Paid
27-05-2024,01-01-1900 17:13,Cancelled by Driver,Go Sedan,10.9,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Afternoon,Cancelled,Unpaid
06-07-2024,01-01-1900 17:13,Cancelled by Driver,Go Mini,10.2,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Saturday,Afternoon,Cancelled,Unpaid
09-11-2024,01-01-1900 01:56,No Driver Found,eBike,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Saturday,Night,Incomplete,Unpaid
25-09-2024,01-01-1900 10:08,Incomplete,Premier Sedan,9,24.8,0,Not Applicable,0,Not Applicable,1,Vehicle Breakdown,849,13.31,0,0,Credit Card,Wednesday,Morning,Incomplete,Paid
24-08-2024,01-01-1900 17:03,Completed,Go Mini,13.1,23.9,0,Not Applicable,0,Not Applicable,0,Not Applicable,1267,46.24,4.5,4.6,UPI,Saturday,Afternoon,Completed,Paid
25-06-2024,01-01-1900 17:09,Completed,Bike,3.7,20.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,428,20.37,4.3,3.8,Uber Wallet,Tuesday,Afternoon,Completed,Paid
31-10-2024,01-01-1900 07:22,Cancelled by Driver,Auto,10.3,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Thursday,Morning,Cancelled,Unpaid
18-04-2024,01-01-1900 21:30,Completed,Premier Sedan,8.6,41.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,324,19.13,4.5,4.6,Uber Wallet,Thursday,Evening,Completed,Paid
04-03-2024,01-01-1900 09:17,Completed,Go Sedan,3.2,36.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,89,30.85,3.3,4.6,Credit Card,Monday,Morning,Completed,Paid
25-09-2024,01-01-1900 18:44,Completed,Go Mini,5,20.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,898,34.42,3,4.9,UPI,Wednesday,Evening,Completed,Paid
23-01-2024,01-01-1900 16:16,Completed,Go Mini,3.6,38,0,Not Applicable,0,Not Applicable,0,Not Applicable,855,6.11,3.8,4.2,Cash,Tuesday,Afternoon,Completed,Paid
17-12-2024,01-01-1900 22:33,Incomplete,Go Mini,2,21.1,0,Not Applicable,0,Not Applicable,1,Other Issue,494,2.97,0,0,Debit Card,Tuesday,Evening,Incomplete,Paid
18-09-2024,01-01-1900 09:56,Completed,Premier Sedan,11.1,30.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,821,33.72,4.2,4.9,Uber Wallet,Wednesday,Morning,Completed,Paid
09-06-2024,01-01-1900 07:27,Cancelled by Customer,Auto,16.4,0,1,Wrong Address,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Morning,Cancelled,Unpaid
27-10-2024,01-01-1900 14:04,Cancelled by Driver,Auto,6.4,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Afternoon,Cancelled,Unpaid
21-02-2024,01-01-1900 18:00,Completed,eBike,14.1,24.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,371,42.86,4.3,4.6,UPI,Wednesday,Evening,Completed,Paid
01-11-2024,01-01-1900 10:40,Completed,Go Mini,7.7,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,503,26.78,4.5,4.3,Credit Card,Friday,Morning,Completed,Paid
28-09-2024,01-01-1900 00:26,Completed,Go Sedan,11.9,32,0,Not Applicable,0,Not Applicable,0,Not Applicable,664,15.41,4.9,4.7,Cash,Saturday,Night,Completed,Paid
26-08-2024,01-01-1900 17:36,No Driver Found,Auto,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Afternoon,Incomplete,Unpaid
15-03-2024,01-01-1900 18:14,Cancelled by Driver,Auto,10.6,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,414,23.72,0,0,Not Completed,Friday,Evening,Cancelled,Unpaid
18-08-2024,01-01-1900 09:10,Cancelled by Driver,Bike,10.7,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Morning,Cancelled,Unpaid
14-08-2024,01-01-1900 18:00,Completed,Auto,11.7,37.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,259,40.3,4.6,4.8,UPI,Wednesday,Evening,Completed,Paid
23-08-2024,01-01-1900 09:17,Completed,Go Mini,7.6,29.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,161,49.38,3.8,3.8,UPI,Friday,Morning,Completed,Paid
09-05-2024,01-01-1900 05:57,Completed,Go Sedan,7.7,25.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,230,21.07,4.6,4.7,Credit Card,Thursday,Night,Completed,Paid
14-11-2024,01-01-1900 17:24,Incomplete,Premier Sedan,5.1,18.6,0,Not Applicable,0,Not Applicable,1,Other Issue,301,17,0,0,UPI,Thursday,Afternoon,Incomplete,Paid
03-02-2024,01-01-1900 22:10,Cancelled by Driver,Bike,10.1,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Saturday,Evening,Cancelled,Unpaid
03-03-2024,01-01-1900 19:39,Completed,Bike,14.3,44.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,91,27.72,4.2,4.9,Uber Wallet,Sunday,Evening,Completed,Paid
25-11-2024,01-01-1900 16:12,Cancelled by Customer,Auto,14.1,0,1,Wrong Address,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Afternoon,Cancelled,Unpaid
22-11-2024,01-01-1900 17:31,Completed,Premier Sedan,8.4,31.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,152,26.81,4.1,4.3,Credit Card,Friday,Afternoon,Completed,Paid
26-02-2024,01-01-1900 15:41,Completed,Auto,13.1,27.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,408,4.17,3.7,4.3,UPI,Monday,Afternoon,Completed,Paid
12-12-2024,01-01-1900 21:07,Completed,Go Sedan,4.8,29.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,713,12.72,3.9,3.8,Cash,Thursday,Evening,Completed,Paid
02-02-2024,01-01-1900 10:17,Cancelled by Driver,Go Mini,6.5,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Friday,Morning,Cancelled,Unpaid
24-01-2024,01-01-1900 21:49,Completed,Premier Sedan,4.7,37.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,275,48.78,3.4,4.3,Credit Card,Wednesday,Evening,Completed,Paid
16-05-2024,01-01-1900 14:53,Completed,Premier Sedan,7.6,33.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,245,48.48,4.4,4.5,UPI,Thursday,Afternoon,Completed,Paid
16-02-2024,01-01-1900 18:45,Completed,Go Mini,14.2,15.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,496,35.38,3.6,3.7,UPI,Friday,Evening,Completed,Paid
13-11-2024,01-01-1900 17:31,Completed,eBike,6.9,32.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,1544,20.2,4.2,4,UPI,Wednesday,Afternoon,Completed,Paid
13-05-2024,01-01-1900 19:37,Completed,Go Mini,7.6,15.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,392,40.53,4.3,3.8,UPI,Monday,Evening,Completed,Paid
03-05-2024,01-01-1900 02:53,Completed,Go Mini,10.6,22.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,90,26.1,3.7,4.9,Cash,Friday,Night,Completed,Paid
16-11-2024,01-01-1900 05:44,Completed,Go Sedan,13.8,35.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,363,9.16,4.3,4.9,Uber Wallet,Saturday,Night,Completed,Paid
14-06-2024,01-01-1900 07:36,Completed,Bike,5.5,40.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,371,36.16,3.9,4.6,UPI,Friday,Morning,Completed,Paid
20-11-2024,01-01-1900 17:41,Cancelled by Driver,Go Mini,10.3,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Afternoon,Cancelled,Unpaid
01-12-2024,01-01-1900 08:26,Completed,Auto,7.4,37.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,740,47.44,4.6,4.2,UPI,Sunday,Morning,Completed,Paid
03-08-2024,01-01-1900 09:31,Completed,Premier Sedan,2.4,22,0,Not Applicable,0,Not Applicable,0,Not Applicable,1029,34.51,5,4.4,Uber Wallet,Saturday,Morning,Completed,Paid
12-08-2024,01-01-1900 19:50,Cancelled by Customer,Premier Sedan,6.1,0,1,Change of plans,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Evening,Cancelled,Unpaid
01-06-2024,01-01-1900 07:31,Completed,Go Mini,3.4,20,0,Not Applicable,0,Not Applicable,0,Not Applicable,357,31.62,3.9,4.6,UPI,Saturday,Morning,Completed,Paid
25-09-2024,01-01-1900 10:22,Completed,Go Sedan,8.5,39.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,141,5.47,4.3,4.9,Cash,Wednesday,Morning,Completed,Paid
12-03-2024,01-01-1900 12:35,Completed,Go Mini,11.1,16.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,674,35.28,3.8,4.8,Debit Card,Tuesday,Afternoon,Completed,Paid
07-04-2024,01-01-1900 19:51,Cancelled by Driver,Go Mini,3.8,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Evening,Cancelled,Unpaid
21-05-2024,01-01-1900 21:30,Cancelled by Driver,eBike,3.7,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Tuesday,Evening,Cancelled,Unpaid
04-02-2024,01-01-1900 11:04,Completed,Go Mini,11.1,44.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,931,29.23,4.7,4.2,Cash,Sunday,Morning,Completed,Paid
29-01-2024,01-01-1900 21:01,Cancelled by Driver,Bike,3.7,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Evening,Cancelled,Unpaid
08-05-2024,01-01-1900 07:44,Completed,Go Mini,7,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,664,22.18,3.2,5,Cash,Wednesday,Morning,Completed,Paid
20-09-2024,01-01-1900 15:49,Cancelled by Driver,Auto,9.9,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,414,23.72,0,0,Not Completed,Friday,Afternoon,Cancelled,Unpaid
30-10-2024,01-01-1900 20:43,Completed,Premier Sedan,9.7,31.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,63,15.38,4.4,4.2,Debit Card,Wednesday,Evening,Completed,Paid
05-12-2024,01-01-1900 20:43,Completed,Premier Sedan,10.2,18.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,212,20.4,4.3,4.7,UPI,Thursday,Evening,Completed,Paid
19-04-2024,01-01-1900 17:00,Cancelled by Driver,Auto,6.5,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,414,23.72,0,0,Not Completed,Friday,Afternoon,Cancelled,Unpaid
24-01-2024,01-01-1900 18:50,Completed,Auto,12.1,19.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,488,37.23,3.1,4.4,Cash,Wednesday,Evening,Completed,Paid
06-02-2024,01-01-1900 10:04,Completed,Auto,13.7,36.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,483,40.76,4.4,4.4,UPI,Tuesday,Morning,Completed,Paid
18-11-2024,01-01-1900 00:52,Completed,Premier Sedan,4.4,15.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,400,8.34,4.3,4.4,Credit Card,Monday,Night,Completed,Paid
10-07-2024,01-01-1900 15:35,Completed,Auto,5.5,36.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,218,38.96,3.7,4.9,UPI,Wednesday,Afternoon,Completed,Paid
02-09-2024,01-01-1900 02:17,No Driver Found,Auto,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Night,Incomplete,Unpaid
07-07-2024,01-01-1900 21:13,No Driver Found,Auto,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Evening,Incomplete,Unpaid
10-10-2024,01-01-1900 12:56,Cancelled by Customer,Auto,13.8,0,1,Change of plans,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Thursday,Afternoon,Cancelled,Unpaid
09-05-2024,01-01-1900 09:31,Completed,Go Sedan,9.5,41.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,407,36.88,4.7,4.9,Cash,Thursday,Morning,Completed,Paid
30-07-2024,01-01-1900 10:39,Cancelled by Customer,Auto,5.2,0,1,Change of plans,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Tuesday,Morning,Cancelled,Unpaid
16-07-2024,01-01-1900 12:22,No Driver Found,Auto,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Tuesday,Afternoon,Incomplete,Unpaid
05-09-2024,01-01-1900 09:22,Completed,eBike,11.4,39.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,904,13.76,4.7,4.4,Cash,Thursday,Morning,Completed,Paid
25-09-2024,01-01-1900 16:16,Cancelled by Driver,Go Mini,4.3,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Afternoon,Cancelled,Unpaid
18-07-2024,01-01-1900 13:49,Incomplete,Go Sedan,4,11.3,0,Not Applicable,0,Not Applicable,1,Customer Demand,120,17.46,0,0,Cash,Thursday,Afternoon,Incomplete,Paid
09-12-2024,01-01-1900 18:44,Completed,Auto,11,21.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,125,13.91,3.7,4.9,Cash,Monday,Evening,Completed,Paid
10-05-2024,01-01-1900 13:55,Completed,Bike,12,32.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,410,42.95,3.9,4.2,Cash,Friday,Afternoon,Completed,Paid
11-11-2024,01-01-1900 16:39,Cancelled by Driver,Auto,8.5,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Afternoon,Cancelled,Unpaid
01-05-2024,01-01-1900 17:03,Completed,Auto,11.6,32.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,983,25.42,4.3,4.8,UPI,Wednesday,Afternoon,Completed,Paid
11-01-2024,01-01-1900 08:31,Completed,Premier Sedan,6,22.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,149,9.86,4.2,4.5,UPI,Thursday,Morning,Completed,Paid
17-01-2024,01-01-1900 12:35,Completed,Bike,3.4,28.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,243,7.36,4.7,4.5,UPI,Wednesday,Afternoon,Completed,Paid
29-03-2024,01-01-1900 15:42,Completed,Go Mini,10.1,17.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,1087,42.75,4.3,4.4,UPI,Friday,Afternoon,Completed,Paid
21-08-2024,01-01-1900 19:27,No Driver Found,Auto,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Evening,Incomplete,Unpaid
13-11-2024,01-01-1900 14:21,Cancelled by Customer,Go Sedan,18.7,0,1,Change of plans,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Afternoon,Cancelled,Unpaid
08-10-2024,01-01-1900 17:07,Cancelled by Driver,Premier Sedan,5.1,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,414,23.72,0,0,Not Completed,Tuesday,Afternoon,Cancelled,Unpaid
07-07-2024,01-01-1900 10:34,No Driver Found,Auto,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Morning,Incomplete,Unpaid
11-10-2024,01-01-1900 18:30,Completed,Go Sedan,11.5,17.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,854,32.22,4.7,3.9,Debit Card,Friday,Evening,Completed,Paid
09-04-2024,01-01-1900 19:41,Completed,Bike,5.8,29.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,818,35.24,4.6,4.6,Cash,Tuesday,Evening,Completed,Paid
04-08-2024,01-01-1900 11:30,Cancelled by Customer,Bike,17,0,1,Change of plans,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Morning,Cancelled,Unpaid
13-08-2024,01-01-1900 14:22,Completed,Auto,4.4,23.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,620,17.63,3.1,4.9,Debit Card,Tuesday,Afternoon,Completed,Paid
08-06-2024,01-01-1900 20:19,Completed,Go Sedan,14.6,40.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,556,11.56,3.2,4.6,UPI,Saturday,Evening,Completed,Paid
11-09-2024,01-01-1900 12:30,Cancelled by Driver,Bike,3.6,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Afternoon,Cancelled,Unpaid
12-06-2024,01-01-1900 21:04,Cancelled by Driver,Auto,11.1,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Evening,Cancelled,Unpaid
02-07-2024,01-01-1900 06:54,Cancelled by Driver,Bike,11.8,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Tuesday,Morning,Cancelled,Unpaid
27-05-2024,01-01-1900 12:02,Cancelled by Customer,Go Sedan,15.5,0,1,Wrong Address,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Afternoon,Cancelled,Unpaid
02-12-2024,01-01-1900 22:09,Completed,Auto,7.3,24.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,652,47.1,4.2,4.3,Cash,Monday,Evening,Completed,Paid
30-07-2024,01-01-1900 06:26,No Driver Found,Go Mini,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Tuesday,Morning,Incomplete,Unpaid
19-02-2024,01-01-1900 19:22,Completed,Go Mini,4,40.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,399,14.59,4.3,4.3,Uber Wallet,Monday,Evening,Completed,Paid
29-10-2024,01-01-1900 16:58,Completed,Go Mini,2.6,23.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,662,7.96,4.6,3.2,UPI,Tuesday,Afternoon,Completed,Paid
08-03-2024,01-01-1900 12:22,Completed,Go Mini,8.3,42.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,743,46.76,4.3,3.5,UPI,Friday,Afternoon,Completed,Paid
08-04-2024,01-01-1900 12:24,Completed,Go Sedan,8.8,36,0,Not Applicable,0,Not Applicable,0,Not Applicable,865,24.67,4.6,4.8,Credit Card,Monday,Afternoon,Completed,Paid
24-07-2024,01-01-1900 17:43,Completed,Premier Sedan,7.6,44.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,222,24.33,4.1,4.9,UPI,Wednesday,Afternoon,Completed,Paid
08-09-2024,01-01-1900 09:10,Cancelled by Customer,Premier Sedan,7.3,0,1,Change of plans,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Morning,Cancelled,Unpaid
05-04-2024,01-01-1900 15:49,Completed,Auto,9.8,35.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,57,28.51,4.5,4.9,Debit Card,Friday,Afternoon,Completed,Paid
26-08-2024,01-01-1900 19:12,Completed,Go Sedan,13.7,39.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,104,43.67,4.3,4,UPI,Monday,Evening,Completed,Paid
05-11-2024,01-01-1900 19:26,No Driver Found,Go Sedan,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Tuesday,Evening,Incomplete,Unpaid
30-06-2024,01-01-1900 19:31,Completed,Bike,10.8,42.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,1241,29.38,4.2,4.2,Debit Card,Sunday,Evening,Completed,Paid
18-07-2024,01-01-1900 15:24,Cancelled by Driver,Auto,7.4,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,414,23.72,0,0,Not Completed,Thursday,Afternoon,Cancelled,Unpaid
02-05-2024,01-01-1900 18:18,Completed,Go Sedan,14.1,20.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,95,25.04,3.8,4.6,Credit Card,Thursday,Evening,Completed,Paid
03-06-2024,01-01-1900 08:35,Completed,Auto,7.8,21.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,266,28.28,4.7,4.3,Uber Wallet,Monday,Morning,Completed,Paid
22-10-2024,01-01-1900 18:56,Completed,eBike,7.3,15.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,694,28.75,4.4,4.7,Credit Card,Tuesday,Evening,Completed,Paid
16-02-2024,01-01-1900 17:55,Completed,Premier Sedan,12.6,27.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,375,31.28,4.1,4.3,Uber Wallet,Friday,Afternoon,Completed,Paid
22-01-2024,01-01-1900 16:42,Cancelled by Customer,Premier Sedan,20,0,1,Change of plans,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Afternoon,Cancelled,Unpaid
22-12-2024,01-01-1900 08:16,Completed,Go Sedan,10,41.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,1459,38.97,4.5,4.3,Credit Card,Sunday,Morning,Completed,Paid
09-12-2024,01-01-1900 10:10,Completed,Auto,2.3,16.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,174,41.64,4.3,4.2,UPI,Monday,Morning,Completed,Paid
17-03-2024,01-01-1900 10:46,Cancelled by Driver,Auto,10.8,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Morning,Cancelled,Unpaid
02-07-2024,01-01-1900 13:51,Completed,eBike,8,18.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,416,22.34,4.1,3.5,Cash,Tuesday,Afternoon,Completed,Paid
14-02-2024,01-01-1900 09:41,Completed,Auto,7.9,23.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,1077,28.53,4.4,4.8,Cash,Wednesday,Morning,Completed,Paid
20-07-2024,01-01-1900 12:37,Cancelled by Driver,Bike,7.3,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Saturday,Afternoon,Cancelled,Unpaid
01-01-2024,01-01-1900 17:26,Cancelled by Driver,Bike,7.8,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Afternoon,Cancelled,Unpaid
12-02-2024,01-01-1900 10:54,Incomplete,Premier Sedan,5.6,23.2,0,Not Applicable,0,Not Applicable,1,Customer Demand,278,14.22,0,0,UPI,Monday,Morning,Incomplete,Paid
18-11-2024,01-01-1900 21:36,No Driver Found,Premier Sedan,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Evening,Incomplete,Unpaid
14-03-2024,01-01-1900 11:19,Completed,Go Mini,7.2,42.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,491,10.77,4.2,4.3,UPI,Thursday,Morning,Completed,Paid
10-01-2024,01-01-1900 18:26,Completed,Auto,4.7,39.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,394,45.56,4.7,4.8,Cash,Wednesday,Evening,Completed,Paid
15-04-2024,01-01-1900 10:45,Cancelled by Driver,Premier Sedan,9.5,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Morning,Cancelled,Unpaid
19-01-2024,01-01-1900 19:44,Completed,Bike,3.8,15.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,325,34.05,4.9,4.5,Credit Card,Friday,Evening,Completed,Paid
09-09-2024,01-01-1900 09:59,Completed,Auto,9.2,20.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,956,7,4.7,4.1,Cash,Monday,Morning,Completed,Paid
13-03-2024,01-01-1900 12:22,Completed,Go Mini,11.3,31.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,214,18.39,4.2,4.2,UPI,Wednesday,Afternoon,Completed,Paid
14-02-2024,01-01-1900 10:46,Completed,Auto,11,37.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,352,2.65,4.3,4.2,Debit Card,Wednesday,Morning,Completed,Paid
17-07-2024,01-01-1900 10:09,Completed,Go Sedan,8.8,39.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,561,7.47,4.6,4,UPI,Wednesday,Morning,Completed,Paid
11-03-2024,01-01-1900 17:04,Completed,Go Mini,5,37.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,109,49.32,4.2,4.8,Uber Wallet,Monday,Afternoon,Completed,Paid
13-04-2024,01-01-1900 20:34,Completed,Go Mini,2.7,42.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,1268,30.38,3.9,3.8,Uber Wallet,Saturday,Evening,Completed,Paid
06-02-2024,01-01-1900 23:00,Cancelled by Driver,Bike,4.3,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Tuesday,Evening,Cancelled,Unpaid
21-06-2024,01-01-1900 20:22,Completed,Auto,13.7,18.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,83,39.83,4.1,4.3,Cash,Friday,Evening,Completed,Paid
22-11-2024,01-01-1900 06:34,No Driver Found,Auto,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Friday,Morning,Incomplete,Unpaid
